FD94411,2012-03-01,109481,3000,17517,130000,ACEITES S.A.,abierta,notas
FD94957,2012-03-17,55947,3000,8952,67900,ACEITES S.A.,abierta,notas
FD96057,2012-04-14,28448,3000,4552,36000,ACEITES S.A.,abierta,notas
FD96563,2012-04-28,22413,3000,3586,29000,ACEITES S.A.,abierta,notas
FD101969,2012-09-07,157756,3500,25241,186500,ACEITES S.A.,abierta,notas
FD102393,2012-09-17,59051,3000,9448,71500,ACEITES S.A.,abierta,notas
FD103619,2012-10-20,47413,3000,7586,58000,ACEITES S.A.,abierta,notas
